title,poster_path,release_date,budget,genres,country,main_charactor,director,runtime,overview,vote_average,vote_count
{80389: 'Get the Gringo'},https://image.tmdb.org/t/p/original/sLzL1xG6JgVEEQ4DqSJpnJw3D2A.jpg,2012-03-15,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{999329: 'Kevin Hernandez'},{589402: 'Adrian Grünberg'},96,A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.,6.526,1351
"{249660: ""God's Not Dead""}",https://image.tmdb.org/t/p/original/yKUzBolWrwyByevBtDPfy3kIumv.jpg,2014-03-21,17000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{226371: 'Shane Harper'},{937340: 'Harold Cronk'},113,"After he refuses to disavow his faith, a devout Christian student must prove the existence of God or else his college philosophy professor will fail him.",6.029,750
{76285: 'Percy Jackson: Sea of Monsters'},https://image.tmdb.org/t/p/original/tAu90qEpLqwqiZLsMqpaMVr55oN.jpg,2013-08-07,90000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{53336: 'Brandon T. Jackson'},{109857: 'Thor Freudenthal'},106,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",6.019,4541
{38321: 'Priest'},https://image.tmdb.org/t/p/original/btNni3pWy3LTmckilBPxs3r8zDP.jpg,2011-05-05,60000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1372: 'Karl Urban'},{116357: 'Scott Stewart'},87,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",5.8,1901
{266856: 'The Theory of Everything'},https://image.tmdb.org/t/p/original/7rIIrOFrbdi2ucAMKoHSaMv8FDN.jpg,2014-11-26,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{72855: 'Felicity Jones'},{76998: 'James Marsh'},123,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",7.877,9452
{9982: 'Chicken Little'},https://image.tmdb.org/t/p/original/1wg65q3daTE8rGfaUhBxLdXk6NL.jpg,2005-11-04,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12110: 'Amy Sedaris'},{61411: 'Mark Dindal'},81,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",5.882,3325
{330459: 'Rogue One: A Star Wars Story'},https://image.tmdb.org/t/p/original/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,2016-12-14,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8688: 'Diego Luna'},{129894: 'Gareth Edwards'},133,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,7.481,13339
"{10014: ""A Nightmare on Elm Street Part 2: Freddy's Revenge""}",https://image.tmdb.org/t/p/original/9sjIuH2k5eeXNVHKutkWZIjA2qw.jpg,1985-11-01,3000000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{62018: 'Mark Patton'},{62020: 'Jack Sholder'},87,"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear.",5.817,1433
{13788: 'The Unborn'},https://image.tmdb.org/t/p/original/6SUuLwyk9wFKZDYsgdSahYs7HEf.jpg,2009-01-09,16000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{55086: 'Cam Gigandet'},{3893: 'David S. Goyer'},87,A young woman fights the spirit that is slowly taking possession of her.,5.201,1162
{399019: 'The Beguiled'},https://image.tmdb.org/t/p/original/uQxfqFAqAvNK5b1wD11b2ycDAVg.jpg,2017-06-23,10500000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2227: 'Nicole Kidman'},{1769: 'Sofia Coppola'},93,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",5.881,1915
{289720: 'Outcast'},https://image.tmdb.org/t/p/original/efsgCTlofzIuysfokEp7hwQnUho.jpg,2014-09-26,25000000,"[{'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2963: 'Nicolas Cage'},{1358976: 'Nick Powell'},98,"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel brother, who seeks their deaths.",5.0,380
{122906: 'About Time'},https://image.tmdb.org/t/p/original/iR1bVfURbN7r1C46WHFbwCkVve.jpg,2013-09-04,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{53714: 'Rachel McAdams'},{7018: 'Richard Curtis'},123,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",7.91,7045
{73: 'American History X'},https://image.tmdb.org/t/p/original/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg,1998-07-01,20000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{820: 'Edward Furlong'},{814: 'Tony Kaye'},119,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",8.365,9746
{453: 'A Beautiful Mind'},https://image.tmdb.org/t/p/original/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg,2001-12-11,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6161: 'Jennifer Connelly'},{6159: 'Ron Howard'},135,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",7.852,8665
{860425: 'Breathless'},https://image.tmdb.org/t/p/original/oxNoVgbu2v9ETL93Kri1pw8osYf.jpg,2021-08-11,1200000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'DO', 'name': 'Dominican Republic'}]",{1333665: 'Elvis Nolasco'},"{141206: ""Ettore D'Alessandro""}",106,"In the DR, hardened cop Manolo tries to take down an infamous drug cartel; meanwhile, his daughter has fallen in love with Lorenzo, a construction worker who's unwittingly gotten embroiled in the drug cartel's dealings.",5.8,33
{855: 'Black Hawk Down'},https://image.tmdb.org/t/p/original/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg,2001-12-28,92000000,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{3061: 'Ewan McGregor'},{578: 'Ridley Scott'},145,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",7.364,4667
{1830: 'Lord of War'},https://image.tmdb.org/t/p/original/xEdwdFZRwrNAvTDx0fAV3MAInaA.jpg,2005-09-16,50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",{18354: 'Bridget Moynahan'},{8685: 'Andrew Niccol'},122,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",7.277,3796
{1487: 'Hellboy'},https://image.tmdb.org/t/p/original/kukfPWDRXVe7b4HFYMKnxKvMg18.jpg,2004-04-02,66000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5049: 'John Hurt'},{10828: 'Guillermo del Toro'},122,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon—Hellboy—has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",6.651,5902
{491418: 'Instant Family'},https://image.tmdb.org/t/p/original/xYV1mODz99w7AjKDSQ7h2mzZhVe.jpg,2018-11-13,48000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9827: 'Rose Byrne'},{74619: 'Sean Anders'},118,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",7.588,2375
{72213: 'Courageous'},https://image.tmdb.org/t/p/original/CkwRzUmxvMZvkzzGE45nqLGTm8.jpg,2011-09-30,1000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{78040: 'Alex Kendrick'},{78040: 'Alex Kendrick'},129,"Law enforcement officers Adam Mitchell, Nathan Hayes, and their partners stand up to the worst the streets have to offer with confidence and focus. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a newfound urgency help these dads draw closer to God... and to their children?",7.5,283
{17111: 'Shutter'},https://image.tmdb.org/t/p/original/7Tq7SrB14r3WpjJQOldbDHQk89J.jpg,2004-09-09,125000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",{81254: 'Natthaweeranuch Thongmee'},{81252: 'Parkpoom Wongpoom'},97,"A young photographer Thun and his girlfriend Jane discover mysterious shadows in their photographs after fleeing the scene of an accident. As they investigate the phenomenon, they find other photographs contain similar supernatural images, that Thun's best friends are being haunted as well, and Jane discovers that her boyfriend has not told her everything. It soon becomes clear that you can not escape your past.",7.228,860
{128: 'Princess Mononoke'},https://image.tmdb.org/t/p/original/cMYCDADoLKLbB83g4WnJegaZimC.jpg,1997-07-12,26500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{20330: 'Yuriko Ishida'},{608: 'Hayao Miyazaki'},134,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",8.35,6447
{277834: 'Moana'},https://image.tmdb.org/t/p/original/4JeejGugONWpJkbnvL12hVoYEDa.jpg,2016-11-23,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18918: 'Dwayne Johnson'},{15811: 'John Musker'},107,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",7.569,10617
{78049: 'The Scorpion King 3: Battle for Redemption'},https://image.tmdb.org/t/p/original/z1fab9fVsIV35K21ictA4GYTicI.jpg,2012-01-17,5000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{102996: 'Bostin Christopher'},{97555: 'Roel Reiné'},106,"Since his triumphant rise to power in the original blockbuster ""The Scorpion King"", Mathayus' kingdom has fallen and he's lost his queen to plague. Now an assassin for hire, he must defend a kingdom from an evil tyrant and his ghost warriors for the chance to regain the power and glory he once knew. Starring Ron Perlman (""Hellboy"") and Billy Zane (""Titanic""), and featuring 6-time WWE champion Dave Bautista and UFC star Kimbo Slice, ""The Scorpion King 3: Battle for Redemption"" takes ""The Mummy"" phenomenon to an all-new level of epic action and non-stop adventure.",4.509,273
{4552: 'A Tale of Two Sisters'},https://image.tmdb.org/t/p/original/l3exwhwyGE0NnHJ3lFQ7eXoBSkH.jpg,2003-06-13,15050245,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{37941: 'Moon Geun-young'},{69081: 'Kim Jee-woon'},115,"A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.",7.134,884
{82693: 'Silver Linings Playbook'},https://image.tmdb.org/t/p/original/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg,2012-11-16,21000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{72129: 'Jennifer Lawrence'},{17883: 'David O. Russell'},122,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",7.122,10641
{10865: 'Atlantis: The Lost Empire'},https://image.tmdb.org/t/p/original/iqGKNML7IUqw4wVNobkpkeYZbUQ.jpg,2001-06-02,120000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{34985: 'Cree Summer'},{62048: 'Kirk Wise'},95,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it.",6.947,3962
